ID,Tweet Content,Mentions Sports Betting
1351,"""Exciting Final of #FIFAWorldCup on Sunday. Who will win? https://t.co/bkjSmhiOHP""",no
1352,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1353,"""‼️ ATTENTION ‼️

Join now to become ⚽️ SUPER FAN slots ⚽️ https://t.co/05kXOQ6M71

✔️Priority mint
✔️Cheaper gas fee
✔️No competition
✔️No network congestion

#Worldcup #TwidogWC #NFT #FIFAWorldCup #Qatar2022 #Freemint #MATIC #polygon https://t.co/jg0aYuqGX4""",no
1354,"""Win $6000 worth of tokens &amp; NFTs!! @Kommunitas1 @ComearthHQ presenting #Metaverse #WorldCup  
#giveaway  #FIFAWorldCup https://t.co/VjyABbkhzo""",no
1355,"""Six nations in men's World Cup history have reached back-to-back finals:
 
◎ Italy 
◎ Brazil
◎ Netherlands 
◎ Germany 
◎ Argentina 
◉ France

Only Italy and Brazil have defended a title... so far.

#FIFAWorldCup https://t.co/8hKigwH7nM""",no
1356,"""“This crazy fanbase leaves everything for the Cup!” 🎶 #ARG

#Qatar2022 | #FIFAWorldCup https://t.co/3yWdNFM6Lp""",no
1357,"""The Marketing Genius is Back !!
🔥😭😂🌊❤️👑
Ohh mahn you're too good in Hindi @WayneRooney
PATHAAN DEKHEGA HINDUSTAN https://t.co/y98SIkjpsZ""",no
1358,"""❤️Sofyan Amrabat-“Nordin deserves this. My whole life he has been helping me.He is my great example.”

🇲🇦Nordin Amrabat-“I am so emotional. I almost want to cry.I was with my parents and we were crying.The final 4,semifinal unbelievable Mashallah”

#FIFAWorldCup|#MAR|#FRAMAR https://t.co/dYwLVJQvJY""",no
1359,"""#FIFAWorldCup #FIFAWorldCupQatar2022 #FIFA has revealed 🐍 living in France England Belgium and other European nations. It’s beyond high time that EU stops this mass migration and asylum. Atrocities victims are women then why these @r@b and muz|!m men seek asylum in EU countries?""",no
1360,"""Pathaan promotions going on in full swing 🔥🔥 SRK taking the promotions in his own hands is the best possible thing for the film.""",no
1361,"""𝐈𝐭. 𝐂𝐚𝐧𝐧𝐨𝐭. 𝐆𝐞𝐭. 𝐁𝐢𝐠𝐠𝐞𝐫. 𝐓𝐡𝐚𝐧. 𝐓𝐡𝐢𝐬. 🔥

Get into the #FIFAWorldCup Final mode with none other than @imsrk &amp; @WayneRooney, on Dec 18, LIVE on #JioCinema &amp; #Sports18 📺📲

#Qatar2022 #ARGFRA #WorldsGreatestShow #FIFAWConJioCinema #FIFAWConSports18 #Pathaan""",no
1362,"""#Pathaan is going massive🔥🔥""",no
1363,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1364,"""#FifaWorldCup: Heartwarming clips from last night's France vs Morocco semi-final go viral as the Atlas Lions bow their heads to thank fans for their support at Qatar's Al Bayt Stadium.

France ended Morocco's World Cup dream with a 2-0 win.

#FrancevsMorocco #francemaroc https://t.co/6alVbKy9g9""",no
1365,"""i want this #Pathaan movie to be a Superhit..( although I am not a great fan of SRK's acting)
boycott gang/ cancel culture  and low iq right wing influencers ka chutiyapa once for all over ho jayega.. bahut Jayda delusional Log hai..  #PathaanFirstDayFirstShow 
#ShahRukhKhan""",no
1366,"""Which country should I support to win the
#FIFAWorldCupQatar2022 ?

#FIFAWorldCup #FRAMAR https://t.co/SeSHY4QliV""",no
1367,"""hello twitter I introduce you to my cat 🐱 
#latina #horny #pussy #lesbian #FIFAWorldCup #France https://t.co/bWWSoKmNQJ""",no
1368,"""Argentina 🆚 France

The #FIFAWorldCup Final is SET! 🇦🇷🇫🇷""",no
1369,"""Whom will you support?

#FIFAWorldCup 
#FIFAWorldCup #Qatar2022 #FRAMAR #MARFRA https://t.co/yDVIontjR6""",no
1370,"""🎙️ Aurelien Tchouameni: ""For me Kylian Mbappé is the best football player in the world and he will show it on Sunday.""

#FRA | #FIFAWorldCup https://t.co/b1dA4Q1Spy""",no
1371,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1372,"""Team #JigarthandaDoubleX Wishing #FIFAWorldCup Semi Finalists the best on The Torch,Doha

@stonebenchers @offl_Lawrence @iam_SJSuryah @kaarthekeyens @Music_Santhosh https://t.co/AxvoVlrJGC""",no
1373,"""There’s a share of R25 000 &amp; FIFA World Cup™️ prizes up for grabs when you swipe your TymeBank VISA debit card this festive💰⚽! Don't be left behind, swipe your @tymebankza card today! T&amp;Cs apply. #FIFAWorldCup https://t.co/XPYd9hWhm1""",no
1374,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1375,"""Which country should I support to win the
#FIFAWorldCupQatar2022 ?

#FIFAWorldCup #FRAMAR https://t.co/SeSHY4QliV""",no
1376,"""Rioting breaks out in Lyon, France as Morocco was defeated by France in the #FIFAWorldCup. https://t.co/PktIBCTAeI""",no
1377,"""World biggest movie star SRK 🔥🔥🔥

GLOBAL HIT BESHARAM RANG

PATHAAN DEKHEGA HINDUSTAN""",no
1378,"""Which Team will win @FIFAWorldCup 
#FIFAWorldCup #Argentina #France #PakNews24""",no
1379,"""@iamsrk @WayneRooney @JioCinema @Sports18 Great amazing unique way of promoting #Pathaan 
You Rock ...
Fasten your seat belts
Here he comes
#ShahRukhKhan. 
Can't wait to see you on 18th Dec #FIFAWorldCup https://t.co/XaHigqMLw4""",no
1380,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1381,"""Win consecutive World Cups‼️‼️

#PPT_ART 
#FIFAWorldCup #フランスvsモロッコ #MoroccoVsFrance #エムバペ #Mbappe https://t.co/fF7oITvJxL""",no
1382,"""France are through to the final! 👊

@adidasfootball | #FIFAWorldCup""",no
1383,"""@BBCMOTD Posted... 
https://t.co/QRR5n0JVJz""",no
1384,"""More World Cup analysis on the daily TFA podcast as we draw closer to the final!""",no
1385,"""It's official #SRK to set the televisions on fire on 18 December from 7 pm during the finals of #FIFAWorldCup 2022 , an interaction of #SRK  with legendary footballers like #WayneRooney and others mainly showcasing #Pathaan is on the cards
https://t.co/JIgCCpIZby""",no
1386,"""@iamsrk @WayneRooney @JioCinema @Sports18 Awesome Masala 🔥 Mosaam Biggara Wala Ha... #FIFAWorldCup #FIFAWorldCupQatar2022 #FIFAWorldCupfinal #FIFAWorldCupFinal2022 #Pathaan best wishes from #Pakistan Good Luck!""",no
1387,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1388,"""Argentina 🆚 France

The #FIFAWorldCup Final is SET! 🇦🇷🇫🇷""",no
1389,"""The Marketing Genius is Back !!
🔥😭😂🌊❤️👑
Ohh mahn you're too good in Hindi @WayneRooney
PATHAAN DEKHEGA HINDUSTAN https://t.co/y98SIkjpsZ""",no
1390,"""About last night, the French “national” team represented by an African squad beat an African team …#FIFAWorldCup""",no
1391,"""Chad behaviour tbfh
Promo was aired 2 days ago but he chose to tweet today after seeing this boycott campaign on Twitter
My King 👑❤️""",no
1392,"""The Greatest Indian Actor and The Greatest British Footballer come together for the #FIFAWorldCup Final. Don't miss!!

PATHAAN DEKHEGA HINDUSTAN""",no
1393,"""The problem is the religion not the game""",no
1394,"""Watch #FIFAWorldCup with #Pathaan live on 18th December 7pm 🔥

#BesharamRang #ShahRukhKhan #DeepikaPadukone #JohnAbraham #YRF50 #SiddharthAnand
https://t.co/iJtdewRiwo""",no
1395,"""“This crazy fanbase leaves everything for the Cup!” 🎶 #ARG

#Qatar2022 | #FIFAWorldCup https://t.co/3yWdNFM6Lp""",no
1396,"""Do you think it’s needful for the GFA to  tell Ghanaians what transpired in Qatar? 👀

#GTVSports #FIFAWorldCup https://t.co/AFlSHwPfwR""",no
1397,"""a marketing masterstroke 💥""",no
1398,"""The kid is Julian Alvarez.
Now scoring goals alongside #Messi𓃵
#Argentina #fifaworldcup https://t.co/Ng0DD4hoV7""",no
1399,"""#FIFAWorldCup | After the final whistle, Argentina marched into the final with a comfortable 3-0 win over Croatia.

Sunil Yash Kalra, Founder, @IndianSportFan &amp; Ranjit Bajaj, (@The_ranjitbajaj), FC Minerva Owner discuss  #ArgentinaVsCroatia match, #Messi &amp; more.
 
@Dafanewsindia https://t.co/gUEF59mWoO""",no
1400,"""🇦🇺 The journey for the Socceroos at the FIFA World Cup had plenty of amazing highlights that will stick with the Australian football community forever!!! ⚽️

#FIFAWorldCup #SBSWorldCup https://t.co/NIyMLuglFt""",no
1401,"""Never. Stop. Believing. 🇰🇷

#FIFAWorldCup | #Qatar2022""",no
1402,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1403,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1404,"""Palestinian artist captures some of Morocco’s best moments during the World Cup.#FIFAWorldCup https://t.co/ZsVI872N2F""",no
1405,"""‼️ ATTENTION ‼️

Join now to become ⚽️ SUPER FAN slots ⚽️ https://t.co/05kXOQ6M71

✔️Priority mint
✔️Cheaper gas fee
✔️No competition
✔️No network congestion

#Worldcup #TwidogWC #NFT #FIFAWorldCup #Qatar2022 #Freemint #MATIC #polygon https://t.co/jg0aYuqGX4""",no
1406,"""#PiPay is ready!!😊

Curious to know how this can boost your business, make easy transactions, then don't miss this session in 2 days time, 17th Saturday 2022.

Time: 7pm UTC
Link: https://t.co/xz6kmi8Vmz

@PiHub_Utility @PiCoreTeam 
#PiNetwork #Pipay #PiBarter #FIFAWorldCup https://t.co/BcaN6BUS53""",no
1407,"""Also troubles in Nice, #France, tonight after the #FrancevsMorocco match

#FIFAWorldCup https://t.co/8sq7ZTsLMj""",no
1408,"""🎊You Predict, #MoonXBT Reward

⚽️For the Glory, which team will win?⚽️
#Morocco🇲🇦🆚#Croatia🇭🇷

🎁#Giveaway 50 MoonXBT Football NFT Pass 
1. follow @MoonXBT_Global
2. like, RT, TAG3
3. Comment answer &amp; your Polygon address

#FIFAWorldCup https://t.co/qZzZZbPCLs""",no
1409,"""#FIFAWorldCup | France &amp; Morocco will have history waiting for them as they are set to lock horns in the second semifinal.

Sunil Yash Kalra, Founder, @IndianSportFan &amp; Ranjit Bajaj, (@The_ranjitbajaj), FC Minerva Owner share their take on #FrancevsMorocco.
 
@Dafanewsindia https://t.co/FdnuyK6Wgb""",no
1410,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1411,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1412,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1413,"""Boycott Pathaan 
Chillar Pathaan will promote his flop movie in Terrorist country like Qatar
Boycott Hakla SRK

#BoycottPathaan
#BoycottPathan
#BoycottbollywoodCompletely""",no
1414,"""🇦🇷 Argentina and reigning world champions 🇫🇷 France will play for the #FIFAWorldCup trophy at the Lusail Stadium on Sunday!

Who do you want to see lifting the ultimate crown at #Qatar2022? https://t.co/ysllGvimWV""",no
1415,"""We praise the lord Ibou is a red🙏🏽❤️
#LFC #FIFAWorldCup https://t.co/v7Dz9vNcnL""",no
1416,"""Do you think it’s needful for the GFA to  tell Ghanaians what transpired in Qatar? 👀

#GTVSports #FIFAWorldCup https://t.co/AFlSHwPfwR""",no
1417,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1418,"""The lsraeli occupation forces invade a Jerusalemite football club to confiscate Palestinian and Moroccan flags. #FIFAWorldCup https://t.co/wp7hefK9dX""",no
1419,"""#FIFAWorldCup | Luka Modric was once again considered an ideal inspiration for his nation.

Sunil Yash Kalra, Founder, @IndianSportFan &amp; @atulkasbekar share their take on #LukaModric.
 
@Dafanewsindia https://t.co/LOb08Af8mT""",no
1420,"""It's Argentina vs France in the final then, repeat of the 2018 World Cup quarterfinal. Either Argentina will win it for the first time since 1986 or France will become the first defending champions since Brazil in 1962 to get their hands on the trophy 👏 #FIFAWorldCup""",no
1421,"""RT if you Watching 
#Pathaan FDFS 💥🥳✌️

PATHAAN DEKHEGA HINDUSTAN""",no
1422,"""Julián Álvarez's game by numbers vs Croatia:

85.71% passing accuracy
28 touches
4 touches in opp. box
2 ball recoveries
2 duels won
2 shots
2 goals
1 tackle
1 foul won

He's class. 

#FIFAWorldCup https://t.co/B1eEcx8tvE""",no
1423,"""🥳We are excited to collaborate w/ 
@Kommunitas1 to celebrate the #FIFAWorldcup ⚽️

🎁Rewards: $5000 worth of $KOM Tokens &amp; $1000 worth of #NFTs 
⏰Now- 17th Dec 

👉 Participate here: https://t.co/p3Q1T7dKhs

#GiveawayAlert #Metaverse #WorldCup #Giveaway https://t.co/hLrgbtQmUp""",no
1424,"""KING 👑""",no
1425,"""Reaching semi final is itself an achievement. Regardless of today's result, Moroccan team has given us many moments. Everytime they played they won hearts in this #FIFAWorldCup. Thanks for the moments Morocco!
#MORFRA #المغرب_فرنسا 🇲🇦💔""",no
1426,"""KING KHAN to promote PATHAAN at #FIFAWorldCup2022 #FIFAWorldCup    #FIFAWorldCupQatar2022 #WorldCup final #Qatar2022    ! 🔥
Watch him on 18th Dec at the FIFA World Cup FINALS at Match Centre ♥️🔥
#ARGCRO #Messi #Mbappe #football #ShahRukhKhan #BesharamRang #Pathaan #Arg""",no
1427,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1428,"""Bhai Don't react like u don't have problem with ongoing manufactured circus around u or ur movies, ur silence is allowing them to go hard on u

U r friends with Ambani, powerful trillionaire Sheikhs of gulf use them &amp; do compromise with moti once for all or keep facing outrage""",no
1429,"""#FIFAWorldCup | France &amp; Morocco will have history waiting for them as they are set to lock horns in the second semifinal.

Sunil Yash Kalra, Founder, @IndianSportFan &amp; @atulkasbekar share their take on #FrancevsMorocco.
 
@Dafanewsindia https://t.co/lpdIXBaKT6""",no
1430,"""@usmansaeedbasra a joke?
#FIFAWorldCup 
#GOAT𓃵""",no
1431,"""Do mega-events like the #FIFAWorldCup and the #cwg2022 present value for money?

Professor Calvin Jones from the Cardiff Business School discusses the economic and social impacts of mega-events with Dr Matt Lyons.

https://t.co/Xdx188Rd2I https://t.co/VQL4XLccKe""",no
1432,"""Thank you #Morocco for making history as the first Arab country to reach the semifinals. Thank you for taking us with you through the World Cup. Thank you for every victory. This shall not be the end of our dream. #FIFAWorldCup https://t.co/Zv18ppuI3z""",no
1433,"""Special Elite players like Mbappe do that. A slick turn and some skill on edge of box and boom. France v Argentina it is #FIFAWorldCup""",no
1434,"""Hakimi walked into the tunnel wearing Mbappe’s shirt, then removed it to be respectful as he went into his dressing room. President Macron went into the France dressing room but the minute he left Mbappe sought out Hakimi &amp; Ziyech to console them. Then sat for 10 mins with Hakimi""",no
1435,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1436,"""The Marketing Genius is Back !!
🔥😭😂🌊❤️👑
Ohh mahn you're too good in Hindi @WayneRooney
PATHAAN DEKHEGA HINDUSTAN https://t.co/y98SIkjpsZ""",no
1437,"""Will the 🐐 debate finally end once Messi wins the #FIFAWorldCup ?

#NBSportUpdates | #NBSportThisMorning https://t.co/J0DiUDeg5w""",no
1438,"""KING 🥹🥹❤️❤️""",no
1439,"""Official: A Manchester United player will return from Qatar as a #FIFAWorldCup winner

Congratulations to @raphaelvarane, who will face @LisandrMartinez in Sunday's final https://t.co/N0Zg5kpSoB""",no
1440,"""Fasten your seatbelts, Mausam Bigadne Wala Hai!!  #PATHAAN Mania: #𝐒𝐡𝐚𝐡𝐫𝐮𝐤𝐡𝐊𝐡𝐚𝐧 Promises His Presence At #FIFAWorldCup Final, Shares A Quirky Video Along With #WayneRooney! Catch #SRK live in @JioCinema &amp; @Sports18 Studio with @WayneRooney on Dec 18. #FIFAWorldCup2022""",no
1441,"""Baldy gimp needs to get a grip.""",no
1442,"""Only tears of happiness and proudness for these Moroccan heroes. 
❤️🙏🏽🫡🇲🇦
#FIFAWorldCup #AtlasLions""",no
1443,"""Congratulations France for qualifying for the final of #FIFAWorldCup Let’s see if they can defend the title on Sunday.""",no
1444,"""Consecutive #FIFAWorldCup finals for France 🇫🇷👏 https://t.co/TEIrPIU9H3""",no
1445,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1446,"""On Emmanuel Macron in Qatar, #FIFAWorldCup and why Qatar might have its dream final with Mbappe v Messi - two faces of Qatar’s PSG sports power project 

@SkyNews #fra 2 #mar 0 #Qatar2022 https://t.co/OqcDPf16HL""",no
1447,"""Neymar watching Messi &amp; Mbappe in #FIFAWorldCup final https://t.co/q8rVZ5M796""",no
1448,"""Do you want R100 FreeBet to bet with today?
Easy Retweet 🔁 or Like ❤️ this tweet and click below and follow instructions trust me they’ll pick you if you do it right.

Not on @betcoza ?
Sign up here they have high odds and will double your 1st deposit⤵️
https://t.co/J3DX2FYkuI""",yes
1449,"""Kwabena Okyere Darko-Mensah, the minister for Western Region, honored 🇬🇭 Mohammed Kudus with a commemorative gold medal for his performances at the #FIFAWorldCup 

The Ajax midfielder graced the event with Kamaldeen Sulemana and Ernest Nuamah 👏🏽 

#Qatar2022onMG https://t.co/lunlMSR1pb""",no
1450,"""#FIFAWorldCup: Moroccan fans are now also rioting in #Brussels, Belgium https://t.co/8JgNCTh9CQ""",no
1451,"""Massive credit to Hakim Ziyech and Morocco for making history! 🇲🇦

#FIFAWorldCup https://t.co/W29MkHiNu4""",no
1452,"""🇫🇷 Griezmann’s France vs Messi’s Argentina 🇦🇷 

🍻 Winner takes home their third #FIFAWorldCup and brings home the Bud! Roll on Sunday… 🙏

#Budweiser #POTM #YoursToTake #BringHomeTheBud @Budweiser @budfootball https://t.co/qQ4u4cC16W""",no
1453,"""Megastar for a reason 🔥""",no
1454,"""@KMbappe @AchrafHakimi I made this drawing of Kylian Mbappe in 3 weeks
Kindly Retweet my pencil art 🙏🙏
#Mbappe #Messi #Ronaldo #FIFAWorldCup https://t.co/DEd3fj9u6e""",no
1455,"""King Of Bollywood 

We All With You Sir ❤️""",no
1456,"""Rioting breaks out in Lyon, France as Morocco was defeated by France in the #FIFAWorldCup. https://t.co/PktIBCTAeI""",no
1457,"""More World Cup analysis on the daily TFA podcast as we draw closer to the final!""",no
1458,"""Western Regional Minister, Kwabena Okyere Darko-Mensah, honors 🇬🇭 Mohammed Kudus with a commemorative gold medal for his performances at the #FIFAWorldCup 

The Ajax midfielder graced the event with Kamaldeen Sulemana and Ernest Nuamah 👏🏽 

#Qatar2022onMG https://t.co/A2z8Xs1Txq""",no
1459,"""This is top notch promotion guys. The King @iamsrk at his best!! The legend  @WayneRooney is promoting #Pathaan .. Can't get better than this... 
*Take that you haters, On your bloody face!!!!* Kudos to @yrf for this strategy.. All the best guys.. Love and care. #MausamBigadGaya""",yes
1460,"""Isko bolte hai king of promotions 👑👑.
#PathaanTeaser #Pathaan #MoroccoVsFrance #FIFAWorldCup""",no
1461,"""The World Cup final is SET 🤩 

Who you got? 👀 #FIFAWorldCup https://t.co/vyKaRFbW69""",no
1462,"""The semis don't start for 3 days, but we want to treat the #NAKAFAM to more 💵
 
Same rules as the Pick'em except with trivia 🧠
 
Who is the top scorer so far in this year's #FIFAWorldCup? ⚽️
 
One lucky person takes home $100 👇
 
Remember to comment and retweet! $NAKA #Gaming https://t.co/VaKEj0Zmdn""",no
1463,"""KING KHAN to promote PATHAAN at #FIFAWorldCup2022 #FIFAWorldCup    #FIFAWorldCupQatar2022 #WorldCup final #Qatar2022    ! 🔥
Watch him on 18th Dec at the FIFA World Cup FINALS at Match Centre ♥️🔥
#ARGCRO #Messi #Mbappe  #ShahRukhKhan #BesharamRang #Pathaan #ARGKSA""",no
1464,"""World biggest movie star SRK 🔥🔥🔥

GLOBAL HIT BESHARAM RANG

PATHAAN DEKHEGA HINDUSTAN""",no
1465,"""Nice project""",no
1466,"""King of promotions 👑""",no
1467,"""Lionel Messi makes #FIFAWorldCup history ✨👏 https://t.co/e1kfQovKG5""",no
1468,"""Score for soil! Let’s make it happen! @consciousplanet @sadhguru #savesoil #scoreforsoil #fifaworldcup https://t.co/8CNYpjMGkR""",no
1469,"""LATEST : EXCLUSIVE #PATHAAN Special Promo of #FIFAWorldCup    Finals 🔥 Watch King Khan live on 18th December as he promotes Pathaan with #FifaWorldCupQatar Finals #ShahRukhKhan #YRF50 #BesharamRang 
#DeepikaPadukone #FIFA2022 #FIFA #FRAMAR #FranceVsMorroco""",no
1470,"""#FIFAWorldCup 
A DATA SHOULD BE RELEASED
BY FIFA 
HOW MANY PLAYERS 
WE'RE SLIGHTLY INJURED
HOW MANY SERIOUSLY INJURED
OUT OF THE TOTAL PLAYERS
WHO PARTICIPATED
IN FIFA WORLD CUP 2022
@narendramodi_in""",no
1471,"""Tonight France plays Morocco in 2nd semi final of the #FIFAWorldCup

Irrespective of the result, there would be riots in Paris and few more cities of Europe which most of the world will conveniently ignore. God bless France. #FranceVsMorocco.""",no
1472,"""428 players have contested at least 10 duels during the 2022 World Cup, Ibrahima Konaté has the best win rate.

◉ 95.3% duels won
◎ 22 duels contested
◉ 21 duels won

#FRAMAR""",no
1473,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1474,"""This is gonna be as embarassing as that brad pitt srk interview""",no
1475,"""LATEST EXCLUSIVE : #ShahRukhKhan talks about the match between #FrancevsMorocco #FRAMAR as he adds “Kursi ki peti baand ke dekhte hain 🔥"" Watch him promote #Pathaan on Match Centre LIVE at the #FIFA Finals on 18th December. #FIFAWorldCup    #FIFAWorldCup2022Qatar""",yes
1476,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1477,"""#Pathaan Mania: Shah Rukh Khan Promises His Presence At #FIFAWorldCup Final, Shares A Quirky Video Along With Wayne Rooney!
#SRK #ShahRukh #ShahRukhKhan #DeepikaPadukone @SRKUniverse @SRKFC_PUNE @SRKCHENNAIFC @iamsrkclub @deepikapadukone 

https://t.co/PM94JyKL7h""",no
1478,"""Sports and Religion of Peace 🤲""",no
1479,"""It's official #SRK to set the televisions on fire on 18 December from 7 pm during the finals of #FIFAWorldCup 2022 , an interaction of #SRK  with legendary footballers like #WayneRooney and others mainly showcasing #Pathaan is on the cards
https://t.co/JIgCCpIZby""",no
1480,"""LATEST : EXCLUSIVE #PATHAAN Special Promo of #FIFAWorldCup    Finals 🔥 Watch King Khan live on 18th December as he promotes Pathaan with #FifaWorldCupQatar Finals #ShahRukhKhan #YRF50 #BesharamRang 
#DeepikaPadukone #FIFA2022 #FIFA #FRAMAR #FranceVsMorroco https://t.co/qYAVuETPPU""",no
1481,"""It's official #SRK to set the televisions on fire on 18 December from 7 pm during the finals of #FIFAWorldCup 2022 , an interaction of #SRK  with legendary footballers like #WayneRooney and others mainly showcasing #Pathaan is on the cards
https://t.co/JIgCCpIZby""",no
1482,"""KING KHAN to promote PATHAAN at #FIFAWorldCup2022 #FIFAWorldCup    #FIFAWorldCupQatar2022 #WorldCup final #Qatar2022    ! 🔥
Watch him on 18th Dec at the FIFA World Cup FINALS at Match Centre ♥️🔥
#ARGCRO #Messi #Mbappe #football #ShahRukhKhan #BesharamRang #Pathaan #Arg https://t.co/Ukue2d9fm1""",no
1483,"""Even if we didn't get the best results out of yesterday's matches,we still grateful for Morocco for they did their best.
Thank you @ubctvuganda and @StarTimesUganda for the continuous uninterrupted signal and the good clear picture quality🔥
#FIFAWorldCup https://t.co/uijAEkYQK1""",no
1484,"""There’s a share of R25 000 &amp; FIFA World Cup™️ prizes up for grabs when you swipe your TymeBank VISA debit card this festive💰⚽! Don't be left behind, swipe your @tymebankza card today! T&amp;Cs apply. #FIFAWorldCup https://t.co/XPYd9hWhm1""",no
1485,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1486,"""When EA Sports Predicted 
#FIFAWorldCup #Qatar2022 https://t.co/kRpAjQJqVf""",no
1487,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1488,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1489,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1490,"""France 🇫🇷 will be the winner in the Finals against Argentina 🇦🇷 
#FIFAWorldCup""",no
1491,"""At many times vs 🏴󠁧󠁢󠁥󠁮󠁧󠁿 England and 🇲🇦 Morocco, 🇫🇷 France have looked second-best but what has made the difference is their ability to seize the big moments. #FIFAWorldCup

@UjwalKS writes ✍🏽:

https://t.co/00ZWG6ByaG""",no
